source,target,type,weight
pellisco,lukaszdrozdz,undirected,0.2773731704365331
pellisco,maxschewts,undirected,0.26111648393354675
pellisco,pixelsurplus,undirected,0.3181681451338385
pellisco,kate-silva,undirected,0.2530304136737369
pellisco,daryamalikova,undirected,0.34969109940390475
pellisco,graphicassets,undirected,0.8595001353361857
pellisco,anagrama,undirected,0.386105296903335
pellisco,kurbonzodski,undirected,0.5047150636101224
pellisco,musawi,undirected,0.5081097906755769
pellisco,microsoftdesign,undirected,0.5009620374469137
pellisco,sawdust,undirected,0.4320138246635874
pellisco,almefer,undirected,0.6236238000110331
pellisco,d_0307094527,undirected,0.658397437161047
pellisco,zeligsound,undirected,0.2811680978849934
pellisco,anamiminoshvili,undirected,0.24867724867724866
pellisco,abrate_emanuele,undirected,0.5709313676271967
pellisco,sanjogkarulkar,undirected,0.8163878466473798
pellisco,netguru,undirected,0.30289787499247617
pellisco,ntnay,undirected,0.24907029459254018
pellisco,drfranken,undirected,0.5355326729383475
pellisco,cuberto,undirected,0.33338844341609947
pellisco,morphine-mg,undirected,0.6264106396359443
pellisco,markanetwork,undirected,0.31882247445749295
pellisco,mustafa-akulker,undirected,0.25515930023438105
pellisco,oh-ja,undirected,0.529150262212918
pellisco,lenalaballena,undirected,0.21773457205625582
pellisco,skyrill,undirected,0.3109274327154149
pellisco,angelalejandro,undirected,0.5543478937468665
maxschewts,sb_brands,undirected,0.299481746035803
maxschewts,nextpage_agency,undirected,0.9914676040870511
maxschewts,jegorwalowski,undirected,0.9913222686899367
maxschewts,alexseagull,undirected,0.9914676040870511
maxschewts,lukaszdrozdz,undirected,0.5655673737941542
maxschewts,pellisco,undirected,0.26111648393354675
maxschewts,uprockpro,undirected,0.954029957691665
maxschewts,pixelsurplus,undirected,0.23594421049389794
maxschewts,kate-silva,undirected,0.9973485993864587
maxschewts,anagrama,undirected,0.40592694752616043
maxschewts,alice_kau,undirected,0.9652211584402121
maxschewts,microsoftdesign,undirected,0.28540242720507025
maxschewts,k_pashukov,undirected,0.9343830476317054
maxschewts,netguru,undirected,0.9122810207742504
maxschewts,cuberto,undirected,0.8404592513898299
maxschewts,patrykpolak,undirected,0.9727434351449232
uprockpro,nextpage_agency,undirected,0.947736035409845
uprockpro,jegorwalowski,undirected,0.9505863757867168
uprockpro,alexseagull,undirected,0.947736035409845
uprockpro,lukaszdrozdz,undirected,0.4532667357667233
uprockpro,maxschewts,undirected,0.954029957691665
uprockpro,kate-silva,undirected,0.9563650695950074
uprockpro,anagrama,undirected,0.28226724349092913
uprockpro,alice_kau,undirected,0.9979654098963519
uprockpro,microsoftdesign,undirected,0.20655911179772887
uprockpro,k_pashukov,undirected,0.9710354064550473
uprockpro,netguru,undirected,0.8290266722896782
uprockpro,cuberto,undirected,0.769800358919501
uprockpro,patrykpolak,undirected,0.9914601339836673
pixelsurplus,sb_brands,undirected,0.8766739112210151
pixelsurplus,lukaszdrozdz,undirected,0.788187997896049
pixelsurplus,pellisco,undirected,0.3181681451338385
pixelsurplus,maxschewts,undirected,0.23594421049389794
pixelsurplus,kate-silva,undirected,0.2318579060573397
pixelsurplus,graphicassets,undirected,0.4862575529813652
pixelsurplus,anagrama,undirected,0.8676189073792772
pixelsurplus,kurbonzodski,undirected,0.8182385455078787
pixelsurplus,musawi,undirected,0.6337242505244779
pixelsurplus,sawdust,undirected,0.6115132902340192
pixelsurplus,anamiminoshvili,undirected,0.250292274171953
pixelsurplus,abrate_emanuele,undirected,0.7963830389411525
pixelsurplus,netguru,undirected,0.26379467179224714
pixelsurplus,avitko,undirected,0.7855844048495725
pixelsurplus,ntnay,undirected,0.7516000966392659
pixelsurplus,cuberto,undirected,0.3256266126318907
pixelsurplus,morphine-mg,undirected,0.2776643759450143
pixelsurplus,markanetwork,undirected,0.5798361083413511
pixelsurplus,mustafa-akulker,undirected,0.6447450829526515
pixelsurplus,nx-design,undirected,0.6033806010988715
pixelsurplus,oh-ja,undirected,0.6599663291074442
pixelsurplus,lenalaballena,undirected,0.34915207281015115
pixelsurplus,patrykpolak,undirected,0.21208785398802577
pixelsurplus,vdas,undirected,0.2633372865535445
pixelsurplus,marinm,undirected,0.2253442462682775
pixelsurplus,skyrill,undirected,0.5776383601577223
pixelsurplus,angelalejandro,undirected,0.8249579113843053
kate-silva,sb_brands,undirected,0.29020760752299923
kate-silva,nextpage_agency,undirected,0.9879559870140519
kate-silva,jegorwalowski,undirected,0.9848665725549399
kate-silva,alexseagull,undirected,0.9879559870140519
kate-silva,lukaszdrozdz,undirected,0.5604386690478043
kate-silva,pellisco,undirected,0.2530304136737369
kate-silva,maxschewts,undirected,0.9973485993864587
kate-silva,uprockpro,undirected,0.9563650695950074
kate-silva,pixelsurplus,undirected,0.2318579060573397
kate-silva,anagrama,undirected,0.38178718092276775
kate-silva,alice_kau,undirected,0.9680538195273479
kate-silva,microsoftdesign,undirected,0.281502935045133
kate-silva,k_pashukov,undirected,0.9199581158479075
kate-silva,netguru,undirected,0.9078157130557987
kate-silva,cuberto,undirected,0.8420403863207049
kate-silva,patrykpolak,undirected,0.9760860118037877
daryamalikova,sb_brands,undirected,0.2783080041424767
daryamalikova,endalaust,undirected,0.640568646655057
daryamalikova,lukaszdrozdz,undirected,0.21488966028824447
daryamalikova,pellisco,undirected,0.34969109940390475
daryamalikova,graphicassets,undirected,0.3693181921677658
daryamalikova,anagrama,undirected,0.37956316729041695
daryamalikova,kurbonzodski,undirected,0.3825028388987925
daryamalikova,musawi,undirected,0.6164774526641126
daryamalikova,microsoftdesign,undirected,0.29912493736788276
daryamalikova,sawdust,undirected,0.38315207432248893
daryamalikova,almefer,undirected,0.34306560868002384
daryamalikova,d_0307094527,undirected,0.48128222780370467
daryamalikova,anamiminoshvili,undirected,0.7500620682866362
daryamalikova,abrate_emanuele,undirected,0.31088977087130876
daryamalikova,sanjogkarulkar,undirected,0.2283143701548568
daryamalikova,netguru,undirected,0.33515085183262733
daryamalikova,mz09,undirected,0.8446653775186828
daryamalikova,ntnay,undirected,0.6636635528315273
daryamalikova,drfranken,undirected,0.3142781387757838
daryamalikova,cuberto,undirected,0.33675429024094855
daryamalikova,morphine-mg,undirected,0.5268355364505717
daryamalikova,markanetwork,undirected,0.33145332061211713
daryamalikova,mustafa-akulker,undirected,0.3073568178559405
daryamalikova,nx-design,undirected,0.25791078745365537
daryamalikova,oh-ja,undirected,0.5631625906963907
daryamalikova,lenalaballena,undirected,0.755439648571775
daryamalikova,skyrill,undirected,0.2251822581553161
daryamalikova,angelalejandro,undirected,0.366055683952654
graphicassets,sb_brands,undirected,0.6065338997230684
graphicassets,endalaust,undirected,0.3730904295902041
graphicassets,lukaszdrozdz,undirected,0.35607981735081484
graphicassets,pellisco,undirected,0.8595001353361857
graphicassets,pixelsurplus,undirected,0.4862575529813652
graphicassets,daryamalikova,undirected,0.3693181921677658
graphicassets,anagrama,undirected,0.5977476064952424
graphicassets,kurbonzodski,undirected,0.618893881842773
graphicassets,musawi,undirected,0.6085515578245676
graphicassets,microsoftdesign,undirected,0.35558265479385226
graphicassets,sawdust,undirected,0.3846185367741879
graphicassets,almefer,undirected,0.4701888010085713
graphicassets,d_0307094527,undirected,0.5622566936172344
graphicassets,zeligsound,undirected,0.22551331056809817
graphicassets,anamiminoshvili,undirected,0.31327575026272186
graphicassets,abrate_emanuele,undirected,0.7124202746138069
graphicassets,sanjogkarulkar,undirected,0.7599398620140183
graphicassets,netguru,undirected,0.21010582005221543
graphicassets,avitko,undirected,0.36302302170208745
graphicassets,ntnay,undirected,0.47782407244189123
graphicassets,drfranken,undirected,0.4093809652610509
graphicassets,cuberto,undirected,0.2806801287735683
graphicassets,morphine-mg,undirected,0.6224061431109955
graphicassets,markanetwork,undirected,0.3836828684656209
graphicassets,mustafa-akulker,undirected,0.37563964096585706
graphicassets,nx-design,undirected,0.3039692012755644
graphicassets,oh-ja,undirected,0.7077101515003054
graphicassets,lenalaballena,undirected,0.32321501718568185
graphicassets,skyrill,undirected,0.2820754206733337
graphicassets,angelalejandro,undirected,0.733213220022839
anagrama,sb_brands,undirected,0.8993626933992754
anagrama,nextpage_agency,undirected,0.3324827275668256
anagrama,jegorwalowski,undirected,0.3334826778774481
anagrama,alexseagull,undirected,0.3324827275668256
anagrama,lukaszdrozdz,undirected,0.775487317654863
anagrama,pellisco,undirected,0.386105296903335
anagrama,maxschewts,undirected,0.40592694752616043
anagrama,uprockpro,undirected,0.28226724349092913
anagrama,pixelsurplus,undirected,0.8676189073792772
anagrama,kate-silva,undirected,0.38178718092276775
anagrama,daryamalikova,undirected,0.37956316729041695
anagrama,graphicassets,undirected,0.5977476064952424
anagrama,kurbonzodski,undirected,0.8361005294174353
anagrama,musawi,undirected,0.6776088015384846
anagrama,alice_kau,undirected,0.31733572619103595
anagrama,microsoftdesign,undirected,0.28111277139949087
anagrama,sawdust,undirected,0.476265963819254
anagrama,almefer,undirected,0.21443259782043625
anagrama,anamiminoshvili,undirected,0.40134629546530876
anagrama,abrate_emanuele,undirected,0.8335621660530376
anagrama,k_pashukov,undirected,0.38177028617765163
anagrama,netguru,undirected,0.41619829513106193
anagrama,avitko,undirected,0.7242537911581607
anagrama,ntnay,undirected,0.8305132847389092
anagrama,cuberto,undirected,0.4772607021092118
anagrama,morphine-mg,undirected,0.479219036291487
anagrama,markanetwork,undirected,0.5973227143572459
anagrama,mustafa-akulker,undirected,0.6533322646950003
anagrama,nx-design,undirected,0.5767410087437658
anagrama,oh-ja,undirected,0.7419596114618708
anagrama,lenalaballena,undirected,0.49711014648028445
anagrama,patrykpolak,undirected,0.3527605702319963
anagrama,vdas,undirected,0.33167362117449245
anagrama,skyrill,undirected,0.5024331043932555
anagrama,angelalejandro,undirected,0.8669636764364251
mossawi,microsoftdesign,undirected,0.36797412772868415
mossawi,nx-design,undirected,0.512519169436164
mossawi,marinm,undirected,0.7986295682474772
mossawi,skyrill,undirected,0.5160468465421401
kurbonzodski,sb_brands,undirected,0.9578100556937833
kurbonzodski,lukaszdrozdz,undirected,0.7910318039776896
kurbonzodski,pellisco,undirected,0.5047150636101224
kurbonzodski,pixelsurplus,undirected,0.8182385455078787
kurbonzodski,daryamalikova,undirected,0.3825028388987925
kurbonzodski,graphicassets,undirected,0.618893881842773
kurbonzodski,anagrama,undirected,0.8361005294174353
kurbonzodski,musawi,undirected,0.7042529809220359
kurbonzodski,microsoftdesign,undirected,0.39555671689287464
kurbonzodski,sawdust,undirected,0.38017908153067603
kurbonzodski,almefer,undirected,0.3577772020397053
kurbonzodski,d_0307094527,undirected,0.2724347313216178
kurbonzodski,anamiminoshvili,undirected,0.33832548220019193
kurbonzodski,abrate_emanuele,undirected,0.9592097500211076
kurbonzodski,sanjogkarulkar,undirected,0.29983607195997053
kurbonzodski,netguru,undirected,0.2956165004191531
kurbonzodski,avitko,undirected,0.7580794057234768
kurbonzodski,ntnay,undirected,0.7500375568987251
kurbonzodski,drfranken,undirected,0.2885939129844095
kurbonzodski,cuberto,undirected,0.35582999744274424
kurbonzodski,morphine-mg,undirected,0.5178362238827657
kurbonzodski,markanetwork,undirected,0.7825335801016535
kurbonzodski,mustafa-akulker,undirected,0.7862051339688754
kurbonzodski,nx-design,undirected,0.6585908300426754
kurbonzodski,oh-ja,undirected,0.5899021072381679
kurbonzodski,lenalaballena,undirected,0.28403351213482025
kurbonzodski,vdas,undirected,0.2196319555816378
kurbonzodski,marinm,undirected,0.2538227737872552
kurbonzodski,skyrill,undirected,0.6598116132769769
kurbonzodski,angelalejandro,undirected,0.95969148789493
musawi,sb_brands,undirected,0.6526970553399111
musawi,endalaust,undirected,0.382584316340934
musawi,lukaszdrozdz,undirected,0.5353496307060158
musawi,pellisco,undirected,0.5081097906755769
musawi,pixelsurplus,undirected,0.6337242505244779
musawi,daryamalikova,undirected,0.6164774526641126
musawi,graphicassets,undirected,0.6085515578245676
musawi,anagrama,undirected,0.6776088015384846
musawi,kurbonzodski,undirected,0.7042529809220359
musawi,microsoftdesign,undirected,0.3471050672503116
musawi,sawdust,undirected,0.4951180240645608
musawi,almefer,undirected,0.29674387220182746
musawi,d_0307094527,undirected,0.4159718208664316
musawi,zeligsound,undirected,0.20378374169983313
musawi,anamiminoshvili,undirected,0.5419837767206155
musawi,abrate_emanuele,undirected,0.671790383306431
musawi,sanjogkarulkar,undirected,0.3687914257560319
musawi,netguru,undirected,0.3677807774825633
musawi,avitko,undirected,0.7509145313487452
musawi,mz09,undirected,0.37867300552269884
musawi,ntnay,undirected,0.7731363375206741
musawi,drfranken,undirected,0.26559409898904046
musawi,cuberto,undirected,0.3816073418056137
musawi,morphine-mg,undirected,0.5434140616772238
musawi,markanetwork,undirected,0.5268847816645892
musawi,mustafa-akulker,undirected,0.5321499617445877
musawi,nx-design,undirected,0.47884816029808636
musawi,oh-ja,undirected,0.6990527153192244
musawi,lenalaballena,undirected,0.5627535383636653
musawi,vdas,undirected,0.22356597496593272
musawi,skyrill,undirected,0.4531480018456903
musawi,angelalejandro,undirected,0.6945716081697422
alice_kau,nextpage_agency,undirected,0.9539147048889123
alice_kau,jegorwalowski,undirected,0.9567836277723402
alice_kau,alexseagull,undirected,0.9539147048889123
alice_kau,lukaszdrozdz,undirected,0.4846548468769494
alice_kau,maxschewts,undirected,0.9652211584402121
alice_kau,uprockpro,undirected,0.9979654098963519
alice_kau,kate-silva,undirected,0.9680538195273479
alice_kau,anagrama,undirected,0.31733572619103595
alice_kau,microsoftdesign,undirected,0.20319400797771764
alice_kau,k_pashukov,undirected,0.9681945155094365
alice_kau,netguru,undirected,0.8403409990709949
alice_kau,cuberto,undirected,0.7819525973475918
alice_kau,patrykpolak,undirected,0.9977575653851117
microsoftdesign,sb_brands,undirected,0.31026632651669717
microsoftdesign,nextpage_agency,undirected,0.30343344622408575
microsoftdesign,jegorwalowski,undirected,0.2798019953940751
microsoftdesign,alexseagull,undirected,0.30343344622408575
microsoftdesign,lukaszdrozdz,undirected,0.2507849312877596
microsoftdesign,pellisco,undirected,0.5009620374469137
microsoftdesign,maxschewts,undirected,0.28540242720507025
microsoftdesign,uprockpro,undirected,0.20655911179772887
microsoftdesign,kate-silva,undirected,0.281502935045133
microsoftdesign,daryamalikova,undirected,0.29912493736788276
microsoftdesign,graphicassets,undirected,0.35558265479385226
microsoftdesign,anagrama,undirected,0.28111277139949087
microsoftdesign,mossawi,undirected,0.36797412772868415
microsoftdesign,kurbonzodski,undirected,0.39555671689287464
microsoftdesign,musawi,undirected,0.3471050672503116
microsoftdesign,alice_kau,undirected,0.20319400797771764
microsoftdesign,sawdust,undirected,0.23609730088222308
microsoftdesign,almefer,undirected,0.39895837531614664
microsoftdesign,d_0307094527,undirected,0.31957418477478444
microsoftdesign,zeligsound,undirected,0.7632238454725274
microsoftdesign,anamiminoshvili,undirected,0.2537340189666186
microsoftdesign,abrate_emanuele,undirected,0.38467762946747597
microsoftdesign,sanjogkarulkar,undirected,0.3517167866147096
microsoftdesign,k_pashukov,undirected,0.20214321273057545
microsoftdesign,netguru,undirected,0.48162097430095163
microsoftdesign,mz09,undirected,0.20496567752125872
microsoftdesign,ntnay,undirected,0.22830687901977886
microsoftdesign,drfranken,undirected,0.4405519509721599
microsoftdesign,cuberto,undirected,0.5664705542999466
microsoftdesign,morphine-mg,undirected,0.7577313922130309
microsoftdesign,markanetwork,undirected,0.291635780677592
microsoftdesign,mustafa-akulker,undirected,0.2329375173853489
microsoftdesign,nx-design,undirected,0.4159868327784487
microsoftdesign,vdas,undirected,0.5988271364876006
microsoftdesign,marinm,undirected,0.3721772441459454
microsoftdesign,skyrill,undirected,0.4103021156257381
microsoftdesign,angelalejandro,undirected,0.3563144678510823
sawdust,sb_brands,undirected,0.37767246107075986
sawdust,endalaust,undirected,0.43452873930122543
sawdust,lukaszdrozdz,undirected,0.26726576039120126
sawdust,pellisco,undirected,0.4320138246635874
sawdust,pixelsurplus,undirected,0.6115132902340192
sawdust,daryamalikova,undirected,0.38315207432248893
sawdust,graphicassets,undirected,0.3846185367741879
sawdust,anagrama,undirected,0.476265963819254
sawdust,kurbonzodski,undirected,0.38017908153067603
sawdust,musawi,undirected,0.4951180240645608
sawdust,microsoftdesign,undirected,0.23609730088222308
sawdust,anamiminoshvili,undirected,0.42668032065539496
sawdust,abrate_emanuele,undirected,0.409957482760958
sawdust,avitko,undirected,0.3096254116595001
sawdust,mz09,undirected,0.3414747002559046
sawdust,ntnay,undirected,0.5295313344759508
sawdust,drfranken,undirected,0.27371875400769585
sawdust,cuberto,undirected,0.24441185836892215
sawdust,morphine-mg,undirected,0.33882260699853356
sawdust,markanetwork,undirected,0.2508357765342786
sawdust,mustafa-akulker,undirected,0.27279721790122413
sawdust,nx-design,undirected,0.25054430719779697
sawdust,oh-ja,undirected,0.6942673609343747
sawdust,lenalaballena,undirected,0.5706570277621095
sawdust,vdas,undirected,0.2169127859960682
sawdust,the18thltrfotography,undirected,0.21166687833365083
sawdust,skyrill,undirected,0.31342488193383883
sawdust,angelalejandro,undirected,0.4360337693673207
almefer,sb_brands,undirected,0.2922865396515008
almefer,pellisco,undirected,0.6236238000110331
almefer,daryamalikova,undirected,0.34306560868002384
almefer,graphicassets,undirected,0.4701888010085713
almefer,anagrama,undirected,0.21443259782043625
almefer,kurbonzodski,undirected,0.3577772020397053
almefer,musawi,undirected,0.29674387220182746
almefer,microsoftdesign,undirected,0.39895837531614664
almefer,d_0307094527,undirected,0.7554599205522154
almefer,zeligsound,undirected,0.2196930341935507
almefer,anamiminoshvili,undirected,0.21489739054434248
almefer,abrate_emanuele,undirected,0.41419557945787033
almefer,sanjogkarulkar,undirected,0.49829672499723154
almefer,drfranken,undirected,0.5015761403036456
almefer,cuberto,undirected,0.21240429699994717
almefer,morphine-mg,undirected,0.49886369103644385
almefer,markanetwork,undirected,0.24461604327793984
almefer,oh-ja,undirected,0.314383029182606
almefer,thisset,undirected,0.42618784268171217
almefer,the18thltrfotography,undirected,0.33445003104532556
almefer,skyrill,undirected,0.2717756030381862
almefer,angelalejandro,undirected,0.3712395344603114
d_0307094527,endalaust,undirected,0.35619711803250353
d_0307094527,pellisco,undirected,0.658397437161047
d_0307094527,daryamalikova,undirected,0.48128222780370467
d_0307094527,graphicassets,undirected,0.5622566936172344
d_0307094527,kurbonzodski,undirected,0.2724347313216178
d_0307094527,musawi,undirected,0.4159718208664316
d_0307094527,microsoftdesign,undirected,0.31957418477478444
d_0307094527,almefer,undirected,0.7554599205522154
d_0307094527,anamiminoshvili,undirected,0.3118724702341802
d_0307094527,abrate_emanuele,undirected,0.28812431212069983
d_0307094527,sanjogkarulkar,undirected,0.6390776172471505
d_0307094527,netguru,undirected,0.2180443094962741
d_0307094527,mz09,undirected,0.29053190818844515
d_0307094527,ntnay,undirected,0.2335641279825678
d_0307094527,drfranken,undirected,0.35197257645717206
d_0307094527,morphine-mg,undirected,0.4878049734424035
d_0307094527,oh-ja,undirected,0.4469492067121437
d_0307094527,lenalaballena,undirected,0.2852027591387798
d_0307094527,thisset,undirected,0.49340710545962846
d_0307094527,the18thltrfotography,undirected,0.3781877902948909
d_0307094527,skyrill,undirected,0.2483370532433042
d_0307094527,angelalejandro,undirected,0.28879794895246214
zeligsound,pellisco,undirected,0.2811680978849934
zeligsound,graphicassets,undirected,0.22551331056809817
zeligsound,musawi,undirected,0.20378374169983313
zeligsound,microsoftdesign,undirected,0.7632238454725274
zeligsound,almefer,undirected,0.2196930341935507
zeligsound,abrate_emanuele,undirected,0.20780638889368885
zeligsound,sanjogkarulkar,undirected,0.20314533710623325
zeligsound,netguru,undirected,0.3455923703186473
zeligsound,drfranken,undirected,0.3100726477779407
zeligsound,cuberto,undirected,0.48621663832631523
zeligsound,morphine-mg,undirected,0.6382870079731772
zeligsound,vdas,undirected,0.8176013414729312
anamiminoshvili,sb_brands,undirected,0.2829088493737721
anamiminoshvili,endalaust,undirected,0.6647284122927655
anamiminoshvili,lukaszdrozdz,undirected,0.22434594667660768
anamiminoshvili,pellisco,undirected,0.24867724867724866
anamiminoshvili,pixelsurplus,undirected,0.250292274171953
anamiminoshvili,daryamalikova,undirected,0.7500620682866362
anamiminoshvili,graphicassets,undirected,0.31327575026272186
anamiminoshvili,anagrama,undirected,0.40134629546530876
anamiminoshvili,kurbonzodski,undirected,0.33832548220019193
anamiminoshvili,musawi,undirected,0.5419837767206155
anamiminoshvili,microsoftdesign,undirected,0.2537340189666186
anamiminoshvili,sawdust,undirected,0.42668032065539496
anamiminoshvili,almefer,undirected,0.21489739054434248
anamiminoshvili,d_0307094527,undirected,0.3118724702341802
anamiminoshvili,abrate_emanuele,undirected,0.2971971502716914
